age_group,gender,registration_month,months_since_registration,retained_users,cohort_demographic_size
45+,Other,2023-08-01 00:00:00.000,3,2,22
45+,Other,2023-08-01 00:00:00.000,4,2,22
45+,Other,2023-09-01 00:00:00.000,10,2,17
45+,Other,2023-09-01 00:00:00.000,11,2,17
45+,Other,2023-09-01 00:00:00.000,12,2,17
45+,Other,2023-10-01 00:00:00.000,0,2,19
45+,Other,2023-10-01 00:00:00.000,2,2,19
45+,Other,2023-10-01 00:00:00.000,8,2,19
45+,Other,2023-11-01 00:00:00.000,1,2,12
45+,Other,2023-11-01 00:00:00.000,4,2,12
45+,Other,2023-11-01 00:00:00.000,8,2,12
45+,Other,2023-12-01 00:00:00.000,2,2,14
45+,Other,2023-12-01 00:00:00.000,3,2,14
45+,Other,2023-12-01 00:00:00.000,5,2,14
45+,Other,2024-01-01 00:00:00.000,0,2,16
45+,Other,2024-01-01 00:00:00.000,2,2,16
45+,Other,2024-02-01 00:00:00.000,0,2,13
45+,Other,2024-02-01 00:00:00.000,7,2,13
45+,Other,2024-02-01 00:00:00.000,9,2,13
45+,Other,2024-03-01 00:00:00.000,6,2,17
45+,Other,2024-03-01 00:00:00.000,7,2,17
45+,Other,2024-03-01 00:00:00.000,8,2,17
45+,Other,2024-04-01 00:00:00.000,0,2,14
45+,Other,2024-04-01 00:00:00.000,3,2,14
45+,Other,2024-04-01 00:00:00.000,7,2,14
45+,Other,2024-05-01 00:00:00.000,0,2,14
45+,Other,2024-05-01 00:00:00.000,1,2,14
45+,Other,2024-05-01 00:00:00.000,5,2,14
45+,Other,2024-05-01 00:00:00.000,7,2,14
45+,Other,2024-06-01 00:00:00.000,1,2,10
45+,Other,2024-06-01 00:00:00.000,4,2,10
45+,Other,2024-06-01 00:00:00.000,6,2,10
45+,Other,2024-08-01 00:00:00.000,0,2,10
45+,Other,2024-09-01 00:00:00.000,0,2,10
45+,Other,2024-09-01 00:00:00.000,3,2,10
45+,Other,2024-10-01 00:00:00.000,0,2,7
45+,Other,2024-12-01 00:00:00.000,0,2,14
,,2023-02-01 00:00:00.000,0,2,7
,,2023-02-01 00:00:00.000,2,2,7
,,2023-03-01 00:00:00.000,5,2,5
,,2023-03-01 00:00:00.000,10,2,5
,,2023-03-01 00:00:00.000,12,2,5
,,2023-03-01 00:00:00.000,15,2,5
,,2023-03-01 00:00:00.000,18,2,5
,,2023-04-01 00:00:00.000,4,2,9
,,2023-04-01 00:00:00.000,11,2,9
,,2023-04-01 00:00:00.000,15,2,9
,,2023-06-01 00:00:00.000,0,2,6
,,2023-06-01 00:00:00.000,1,2,6
,,2023-06-01 00:00:00.000,9,2,6
,,2023-06-01 00:00:00.000,18,2,6
,,2023-08-01 00:00:00.000,0,2,11
,,2023-08-01 00:00:00.000,1,2,11
,,2023-08-01 00:00:00.000,4,2,11
,,2023-08-01 00:00:00.000,5,2,11
,,2023-08-01 00:00:00.000,6,2,11
,,2023-08-01 00:00:00.000,7,2,11
,,2023-08-01 00:00:00.000,8,2,11
,,2023-08-01 00:00:00.000,12,2,11
,,2023-10-01 00:00:00.000,3,2,6
,,2023-10-01 00:00:00.000,9,2,6
,,2023-11-01 00:00:00.000,3,2,4
,,2023-12-01 00:00:00.000,0,2,9
,,2023-12-01 00:00:00.000,1,2,9
,,2023-12-01 00:00:00.000,3,2,9
,,2023-12-01 00:00:00.000,4,2,9
,,2024-01-01 00:00:00.000,10,2,6
,,2024-02-01 00:00:00.000,3,2,6
,,2024-02-01 00:00:00.000,6,2,6
,,2024-09-01 00:00:00.000,2,2,7
,,2024-10-01 00:00:00.000,1,2,5
18-24,,2023-01-01 00:00:00.000,3,2,22
18-24,,2023-01-01 00:00:00.000,6,2,22
18-24,,2023-01-01 00:00:00.000,18,2,22
18-24,,2023-01-01 00:00:00.000,19,2,22
18-24,,2023-01-01 00:00:00.000,20,2,22
18-24,,2023-02-01 00:00:00.000,2,2,11
18-24,,2023-02-01 00:00:00.000,5,2,11
18-24,,2023-02-01 00:00:00.000,6,2,11
18-24,,2023-02-01 00:00:00.000,10,2,11
18-24,,2023-02-01 00:00:00.000,12,2,11
18-24,,2023-02-01 00:00:00.000,18,2,11
18-24,,2023-02-01 00:00:00.000,20,2,11
18-24,,2023-02-01 00:00:00.000,21,2,11
18-24,,2023-03-01 00:00:00.000,6,2,16
18-24,,2023-03-01 00:00:00.000,7,2,16
18-24,,2023-03-01 00:00:00.000,8,2,16
18-24,,2023-03-01 00:00:00.000,9,2,16
18-24,,2023-03-01 00:00:00.000,20,2,16
18-24,,2023-03-01 00:00:00.000,21,2,16
18-24,,2023-04-01 00:00:00.000,5,2,17
18-24,,2023-04-01 00:00:00.000,6,2,17
18-24,,2023-04-01 00:00:00.000,7,2,17
18-24,,2023-04-01 00:00:00.000,8,2,17
18-24,,2023-04-01 00:00:00.000,11,2,17
18-24,,2023-04-01 00:00:00.000,12,2,17
18-24,,2023-04-01 00:00:00.000,14,2,17
18-24,,2023-04-01 00:00:00.000,16,2,17
18-24,,2023-04-01 00:00:00.000,17,2,17
18-24,,2023-04-01 00:00:00.000,19,2,17
18-24,,2023-05-01 00:00:00.000,2,2,18
18-24,,2023-05-01 00:00:00.000,3,2,18
18-24,,2023-05-01 00:00:00.000,4,2,18
18-24,,2023-05-01 00:00:00.000,11,2,18
18-24,,2023-05-01 00:00:00.000,17,2,18
18-24,,2023-06-01 00:00:00.000,1,2,16
18-24,,2023-06-01 00:00:00.000,3,2,16
18-24,,2023-06-01 00:00:00.000,5,2,16
18-24,,2023-06-01 00:00:00.000,6,2,16
18-24,,2023-06-01 00:00:00.000,12,2,16
18-24,,2023-06-01 00:00:00.000,15,2,16
18-24,,2023-06-01 00:00:00.000,16,2,16
18-24,,2023-06-01 00:00:00.000,18,2,16
18-24,,2023-07-01 00:00:00.000,1,2,18
18-24,,2023-07-01 00:00:00.000,6,2,18
18-24,,2023-07-01 00:00:00.000,15,2,18
18-24,,2023-07-01 00:00:00.000,17,2,18
18-24,,2023-08-01 00:00:00.000,5,2,18
18-24,,2023-08-01 00:00:00.000,8,2,18
18-24,,2023-08-01 00:00:00.000,10,2,18
18-24,,2023-08-01 00:00:00.000,15,2,18
18-24,,2023-09-01 00:00:00.000,0,2,17
18-24,,2023-10-01 00:00:00.000,8,2,14
18-24,,2023-10-01 00:00:00.000,11,2,14
18-24,,2023-11-01 00:00:00.000,3,2,19
18-24,,2023-11-01 00:00:00.000,6,2,19
18-24,,2023-11-01 00:00:00.000,8,2,19
18-24,,2023-11-01 00:00:00.000,9,2,19
18-24,,2023-11-01 00:00:00.000,13,2,19
18-24,,2023-12-01 00:00:00.000,2,2,16
18-24,,2023-12-01 00:00:00.000,12,2,16
18-24,,2024-01-01 00:00:00.000,4,2,13
18-24,,2024-01-01 00:00:00.000,7,2,13
18-24,,2024-03-01 00:00:00.000,2,2,15
18-24,,2024-03-01 00:00:00.000,3,2,15
18-24,,2024-03-01 00:00:00.000,4,2,15
18-24,,2024-03-01 00:00:00.000,6,2,15
18-24,,2024-03-01 00:00:00.000,7,2,15
18-24,,2024-04-01 00:00:00.000,1,2,11
18-24,,2024-04-01 00:00:00.000,4,2,11
18-24,,2024-04-01 00:00:00.000,8,2,11
18-24,,2024-05-01 00:00:00.000,1,2,14
18-24,,2024-05-01 00:00:00.000,5,2,14
18-24,,2024-07-01 00:00:00.000,4,2,15
18-24,,2024-07-01 00:00:00.000,5,2,15
18-24,,2024-08-01 00:00:00.000,0,2,19
18-24,,2024-08-01 00:00:00.000,2,2,19
18-24,,2024-11-01 00:00:00.000,0,2,15
18-24,,2024-11-01 00:00:00.000,1,2,15
18-24,,2024-12-01 00:00:00.000,0,2,28
25-34,,2023-01-01 00:00:00.000,6,2,17
25-34,,2023-01-01 00:00:00.000,9,2,17
25-34,,2023-01-01 00:00:00.000,13,2,17
25-34,,2023-01-01 00:00:00.000,22,2,17
25-34,,2023-02-01 00:00:00.000,1,2,23
25-34,,2023-02-01 00:00:00.000,2,2,23
25-34,,2023-02-01 00:00:00.000,4,2,23
25-34,,2023-02-01 00:00:00.000,5,2,23
25-34,,2023-02-01 00:00:00.000,10,2,23
25-34,,2023-02-01 00:00:00.000,12,2,23
25-34,,2023-02-01 00:00:00.000,15,2,23
25-34,,2023-02-01 00:00:00.000,20,2,23
25-34,,2023-03-01 00:00:00.000,9,2,19
25-34,,2023-03-01 00:00:00.000,10,2,19
25-34,,2023-03-01 00:00:00.000,11,2,19
25-34,,2023-03-01 00:00:00.000,16,2,19
25-34,,2023-03-01 00:00:00.000,18,2,19
25-34,,2023-03-01 00:00:00.000,19,2,19
25-34,,2023-04-01 00:00:00.000,2,2,15
25-34,,2023-04-01 00:00:00.000,4,2,15
25-34,,2023-04-01 00:00:00.000,6,2,15
25-34,,2023-04-01 00:00:00.000,10,2,15
25-34,,2023-04-01 00:00:00.000,14,2,15
25-34,,2023-04-01 00:00:00.000,15,2,15
25-34,,2023-04-01 00:00:00.000,16,2,15
25-34,,2023-04-01 00:00:00.000,17,2,15
25-34,,2023-05-01 00:00:00.000,7,2,23
25-34,,2023-05-01 00:00:00.000,8,2,23
25-34,,2023-05-01 00:00:00.000,14,2,23
25-34,,2023-05-01 00:00:00.000,17,2,23
25-34,,2023-05-01 00:00:00.000,18,2,23
25-34,,2023-06-01 00:00:00.000,2,2,25
25-34,,2023-06-01 00:00:00.000,5,2,25
25-34,,2023-06-01 00:00:00.000,6,2,25
25-34,,2023-06-01 00:00:00.000,7,2,25
25-34,,2023-06-01 00:00:00.000,13,2,25
25-34,,2023-06-01 00:00:00.000,18,2,25
25-34,,2023-07-01 00:00:00.000,0,2,21
25-34,,2023-07-01 00:00:00.000,1,2,21
25-34,,2023-07-01 00:00:00.000,5,2,21
25-34,,2023-07-01 00:00:00.000,8,2,21
25-34,,2023-07-01 00:00:00.000,10,2,21
25-34,,2023-07-01 00:00:00.000,11,2,21
25-34,,2023-07-01 00:00:00.000,13,2,21
25-34,,2023-07-01 00:00:00.000,14,2,21
25-34,,2023-08-01 00:00:00.000,0,2,11
25-34,,2023-08-01 00:00:00.000,2,2,11
25-34,,2023-08-01 00:00:00.000,7,2,11
25-34,,2023-08-01 00:00:00.000,12,2,11
25-34,,2023-09-01 00:00:00.000,2,2,20
25-34,,2023-09-01 00:00:00.000,5,2,20
25-34,,2023-09-01 00:00:00.000,11,2,20
25-34,,2023-09-01 00:00:00.000,12,2,20
25-34,,2023-09-01 00:00:00.000,13,2,20
25-34,,2023-09-01 00:00:00.000,15,2,20
25-34,,2023-10-01 00:00:00.000,1,2,17
25-34,,2023-10-01 00:00:00.000,2,2,17
25-34,,2023-10-01 00:00:00.000,4,2,17
25-34,,2023-10-01 00:00:00.000,6,2,17
25-34,,2023-11-01 00:00:00.000,1,2,25
25-34,,2023-11-01 00:00:00.000,4,2,25
25-34,,2023-11-01 00:00:00.000,9,2,25
25-34,,2023-11-01 00:00:00.000,13,2,25
25-34,,2023-12-01 00:00:00.000,2,2,15
25-34,,2023-12-01 00:00:00.000,4,2,15
25-34,,2023-12-01 00:00:00.000,10,2,15
25-34,,2023-12-01 00:00:00.000,11,2,15
25-34,,2024-01-01 00:00:00.000,3,2,19
25-34,,2024-01-01 00:00:00.000,7,2,19
25-34,,2024-01-01 00:00:00.000,10,2,19
25-34,,2024-02-01 00:00:00.000,1,2,20
25-34,,2024-02-01 00:00:00.000,4,2,20
25-34,,2024-02-01 00:00:00.000,10,2,20
25-34,,2024-03-01 00:00:00.000,6,2,31
25-34,,2024-03-01 00:00:00.000,9,2,31
25-34,,2024-04-01 00:00:00.000,3,2,17
25-34,,2024-04-01 00:00:00.000,8,2,17
25-34,,2024-05-01 00:00:00.000,2,2,23
25-34,,2024-05-01 00:00:00.000,3,2,23
25-34,,2024-05-01 00:00:00.000,4,2,23
25-34,,2024-05-01 00:00:00.000,6,2,23
25-34,,2024-06-01 00:00:00.000,0,2,23
25-34,,2024-06-01 00:00:00.000,2,2,23
25-34,,2024-06-01 00:00:00.000,4,2,23
25-34,,2024-06-01 00:00:00.000,5,2,23
25-34,,2024-06-01 00:00:00.000,6,2,23
25-34,,2024-07-01 00:00:00.000,4,2,20
25-34,,2024-08-01 00:00:00.000,1,2,12
25-34,,2024-08-01 00:00:00.000,4,2,12
25-34,,2024-09-01 00:00:00.000,1,2,22
25-34,,2024-09-01 00:00:00.000,3,2,22
25-34,,2024-10-01 00:00:00.000,1,2,21
25-34,,2024-10-01 00:00:00.000,2,2,21
25-34,,2024-12-01 00:00:00.000,0,2,24
35-44,,2023-01-01 00:00:00.000,0,2,16
35-44,,2023-01-01 00:00:00.000,2,2,16
35-44,,2023-01-01 00:00:00.000,5,2,16
35-44,,2023-01-01 00:00:00.000,14,2,16
35-44,,2023-01-01 00:00:00.000,18,2,16
35-44,,2023-02-01 00:00:00.000,0,2,15
35-44,,2023-02-01 00:00:00.000,2,2,15
35-44,,2023-02-01 00:00:00.000,3,2,15
35-44,,2023-02-01 00:00:00.000,5,2,15
35-44,,2023-02-01 00:00:00.000,7,2,15
35-44,,2023-02-01 00:00:00.000,15,2,15
35-44,,2023-02-01 00:00:00.000,16,2,15
35-44,,2023-03-01 00:00:00.000,1,2,26
35-44,,2023-03-01 00:00:00.000,12,2,26
35-44,,2023-04-01 00:00:00.000,1,2,12
35-44,,2023-04-01 00:00:00.000,8,2,12
35-44,,2023-04-01 00:00:00.000,13,2,12
35-44,,2023-04-01 00:00:00.000,15,2,12
35-44,,2023-05-01 00:00:00.000,2,2,18
35-44,,2023-05-01 00:00:00.000,6,2,18
35-44,,2023-05-01 00:00:00.000,9,2,18
35-44,,2023-05-01 00:00:00.000,10,2,18
35-44,,2023-05-01 00:00:00.000,11,2,18
35-44,,2023-05-01 00:00:00.000,15,2,18
35-44,,2023-05-01 00:00:00.000,17,2,18
35-44,,2023-05-01 00:00:00.000,19,2,18
35-44,,2023-06-01 00:00:00.000,3,2,16
35-44,,2023-06-01 00:00:00.000,5,2,16
35-44,,2023-06-01 00:00:00.000,7,2,16
35-44,,2023-06-01 00:00:00.000,13,2,16
35-44,,2023-07-01 00:00:00.000,2,2,23
35-44,,2023-07-01 00:00:00.000,3,2,23
35-44,,2023-07-01 00:00:00.000,9,2,23
35-44,,2023-07-01 00:00:00.000,14,2,23
35-44,,2023-07-01 00:00:00.000,15,2,23
35-44,,2023-08-01 00:00:00.000,2,2,22
35-44,,2023-08-01 00:00:00.000,3,2,22
35-44,,2023-08-01 00:00:00.000,12,2,22
35-44,,2023-08-01 00:00:00.000,13,2,22
35-44,,2023-08-01 00:00:00.000,15,2,22
35-44,,2023-09-01 00:00:00.000,0,2,18
35-44,,2023-09-01 00:00:00.000,2,2,18
35-44,,2023-09-01 00:00:00.000,3,2,18
35-44,,2023-09-01 00:00:00.000,10,2,18
35-44,,2023-09-01 00:00:00.000,11,2,18
35-44,,2023-10-01 00:00:00.000,0,2,17
35-44,,2023-10-01 00:00:00.000,2,2,17
35-44,,2023-10-01 00:00:00.000,3,2,17
35-44,,2023-10-01 00:00:00.000,6,2,17
35-44,,2023-10-01 00:00:00.000,9,2,17
35-44,,2023-10-01 00:00:00.000,11,2,17
35-44,,2023-11-01 00:00:00.000,8,2,15
35-44,,2023-11-01 00:00:00.000,12,2,15
35-44,,2023-12-01 00:00:00.000,2,2,10
35-44,,2023-12-01 00:00:00.000,9,2,10
35-44,,2023-12-01 00:00:00.000,11,2,10
35-44,,2024-01-01 00:00:00.000,10,2,12
35-44,,2024-02-01 00:00:00.000,2,2,11
35-44,,2024-02-01 00:00:00.000,5,2,11
35-44,,2024-02-01 00:00:00.000,7,2,11
35-44,,2024-02-01 00:00:00.000,9,2,11
35-44,,2024-03-01 00:00:00.000,6,2,16
35-44,,2024-04-01 00:00:00.000,1,2,11
35-44,,2024-04-01 00:00:00.000,3,2,11
35-44,,2024-05-01 00:00:00.000,0,2,14
35-44,,2024-05-01 00:00:00.000,2,2,14
35-44,,2024-05-01 00:00:00.000,6,2,14
35-44,,2024-06-01 00:00:00.000,1,2,16
35-44,,2024-06-01 00:00:00.000,4,2,16
35-44,,2024-07-01 00:00:00.000,4,2,19
35-44,,2024-07-01 00:00:00.000,5,2,19
35-44,,2024-08-01 00:00:00.000,0,2,18
35-44,,2024-09-01 00:00:00.000,2,2,21
35-44,,2024-09-01 00:00:00.000,3,2,21
35-44,,2024-10-01 00:00:00.000,1,2,12
45+,,2023-01-01 00:00:00.000,1,2,18
45+,,2023-01-01 00:00:00.000,3,2,18
45+,,2023-01-01 00:00:00.000,16,2,18
45+,,2023-01-01 00:00:00.000,18,2,18
45+,,2023-01-01 00:00:00.000,22,2,18
45+,,2023-02-01 00:00:00.000,4,2,14
45+,,2023-02-01 00:00:00.000,8,2,14
45+,,2023-02-01 00:00:00.000,9,2,14
45+,,2023-02-01 00:00:00.000,10,2,14
45+,,2023-02-01 00:00:00.000,11,2,14
45+,,2023-02-01 00:00:00.000,12,2,14
45+,,2023-02-01 00:00:00.000,14,2,14
45+,,2023-02-01 00:00:00.000,15,2,14
45+,,2023-03-01 00:00:00.000,0,2,10
45+,,2023-03-01 00:00:00.000,1,2,10
45+,,2023-03-01 00:00:00.000,4,2,10
45+,,2023-03-01 00:00:00.000,11,2,10
45+,,2023-03-01 00:00:00.000,15,2,10
45+,,2023-04-01 00:00:00.000,4,2,17
45+,,2023-04-01 00:00:00.000,7,2,17
45+,,2023-04-01 00:00:00.000,10,2,17
45+,,2023-04-01 00:00:00.000,12,2,17
45+,,2023-04-01 00:00:00.000,13,2,17
45+,,2023-04-01 00:00:00.000,17,2,17
45+,,2023-04-01 00:00:00.000,19,2,17
45+,,2023-04-01 00:00:00.000,20,2,17
45+,,2023-05-01 00:00:00.000,2,2,12
45+,,2023-05-01 00:00:00.000,6,2,12
45+,,2023-05-01 00:00:00.000,17,2,12
45+,,2023-06-01 00:00:00.000,0,2,10
45+,,2023-06-01 00:00:00.000,1,2,10
45+,,2023-06-01 00:00:00.000,3,2,10
45+,,2023-06-01 00:00:00.000,5,2,10
45+,,2023-06-01 00:00:00.000,11,2,10
45+,,2023-06-01 00:00:00.000,12,2,10
45+,,2023-06-01 00:00:00.000,13,2,10
45+,,2023-07-01 00:00:00.000,1,2,12
45+,,2023-07-01 00:00:00.000,2,2,12
45+,,2023-07-01 00:00:00.000,6,2,12
45+,,2023-07-01 00:00:00.000,7,2,12
45+,,2023-07-01 00:00:00.000,8,2,12
45+,,2023-07-01 00:00:00.000,11,2,12
45+,,2023-07-01 00:00:00.000,16,2,12
45+,,2023-07-01 00:00:00.000,17,2,12
45+,,2023-08-01 00:00:00.000,6,2,9
45+,,2023-08-01 00:00:00.000,8,2,9
45+,,2023-08-01 00:00:00.000,11,2,9
45+,,2023-08-01 00:00:00.000,12,2,9
45+,,2023-08-01 00:00:00.000,14,2,9
45+,,2023-09-01 00:00:00.000,0,2,16
45+,,2023-09-01 00:00:00.000,1,2,16
45+,,2023-09-01 00:00:00.000,2,2,16
45+,,2023-09-01 00:00:00.000,5,2,16
45+,,2023-09-01 00:00:00.000,6,2,16
45+,,2023-09-01 00:00:00.000,12,2,16
45+,,2023-09-01 00:00:00.000,13,2,16
45+,,2023-09-01 00:00:00.000,14,2,16
45+,,2023-10-01 00:00:00.000,1,2,14
45+,,2023-10-01 00:00:00.000,7,2,14
45+,,2023-10-01 00:00:00.000,13,2,14
45+,,2023-10-01 00:00:00.000,14,2,14
45+,,2023-11-01 00:00:00.000,1,2,15
45+,,2023-11-01 00:00:00.000,12,2,15
45+,,2023-11-01 00:00:00.000,13,2,15
45+,,2023-12-01 00:00:00.000,0,2,12
45+,,2023-12-01 00:00:00.000,2,2,12
45+,,2023-12-01 00:00:00.000,10,2,12
45+,,2024-01-01 00:00:00.000,10,2,13
45+,,2024-02-01 00:00:00.000,0,2,13
45+,,2024-02-01 00:00:00.000,1,2,13
45+,,2024-02-01 00:00:00.000,3,2,13
45+,,2024-02-01 00:00:00.000,5,2,13
45+,,2024-02-01 00:00:00.000,10,2,13
45+,,2024-03-01 00:00:00.000,0,2,14
45+,,2024-03-01 00:00:00.000,2,2,14
45+,,2024-03-01 00:00:00.000,9,2,14
45+,,2024-04-01 00:00:00.000,0,2,12
45+,,2024-04-01 00:00:00.000,3,2,12
45+,,2024-04-01 00:00:00.000,4,2,12
45+,,2024-04-01 00:00:00.000,7,2,12
45+,,2024-04-01 00:00:00.000,8,2,12
45+,,2024-05-01 00:00:00.000,4,2,11
45+,,2024-05-01 00:00:00.000,6,2,11
45+,,2024-05-01 00:00:00.000,7,2,11
45+,,2024-06-01 00:00:00.000,0,2,14
45+,,2024-06-01 00:00:00.000,2,2,14
45+,,2024-07-01 00:00:00.000,4,2,10
45+,,2024-08-01 00:00:00.000,3,2,11
45+,,2024-09-01 00:00:00.000,0,2,13
45+,,2024-09-01 00:00:00.000,1,2,13
45+,,2024-11-01 00:00:00.000,1,2,8
,Other,2023-01-01 00:00:00.000,18,3,5
,Other,2023-03-01 00:00:00.000,5,3,11
,Other,2023-03-01 00:00:00.000,11,3,11
,Other,2023-03-01 00:00:00.000,12,3,11
,Other,2023-04-01 00:00:00.000,3,3,6
,Other,2023-10-01 00:00:00.000,6,3,5
,Other,2023-11-01 00:00:00.000,11,3,5
18-24,Other,2023-01-01 00:00:00.000,4,3,12
18-24,Other,2023-01-01 00:00:00.000,14,3,12
18-24,Other,2023-01-01 00:00:00.000,17,3,12
18-24,Other,2023-02-01 00:00:00.000,1,3,11
18-24,Other,2023-02-01 00:00:00.000,10,3,11
18-24,Other,2023-03-01 00:00:00.000,6,3,17
18-24,Other,2023-03-01 00:00:00.000,8,3,17
18-24,Other,2023-03-01 00:00:00.000,16,3,17
18-24,Other,2023-04-01 00:00:00.000,6,3,15
18-24,Other,2023-04-01 00:00:00.000,7,3,15
18-24,Other,2023-04-01 00:00:00.000,8,3,15
18-24,Other,2023-04-01 00:00:00.000,15,3,15
18-24,Other,2023-04-01 00:00:00.000,17,3,15
18-24,Other,2023-05-01 00:00:00.000,1,3,13
18-24,Other,2023-05-01 00:00:00.000,9,3,13
18-24,Other,2023-05-01 00:00:00.000,12,3,13
18-24,Other,2023-05-01 00:00:00.000,17,3,13
18-24,Other,2023-06-01 00:00:00.000,0,3,16
18-24,Other,2023-07-01 00:00:00.000,9,3,9
18-24,Other,2023-08-01 00:00:00.000,2,3,19
18-24,Other,2023-08-01 00:00:00.000,3,3,19
18-24,Other,2023-08-01 00:00:00.000,4,3,19
18-24,Other,2023-08-01 00:00:00.000,9,3,19
18-24,Other,2023-08-01 00:00:00.000,11,3,19
18-24,Other,2023-08-01 00:00:00.000,13,3,19
18-24,Other,2023-08-01 00:00:00.000,16,3,19
18-24,Other,2023-09-01 00:00:00.000,3,3,17
18-24,Other,2023-09-01 00:00:00.000,4,3,17
18-24,Other,2023-09-01 00:00:00.000,8,3,17
18-24,Other,2023-09-01 00:00:00.000,13,3,17
18-24,Other,2023-10-01 00:00:00.000,5,3,21
18-24,Other,2023-10-01 00:00:00.000,6,3,21
18-24,Other,2023-10-01 00:00:00.000,9,3,21
18-24,Other,2023-10-01 00:00:00.000,10,3,21
18-24,Other,2023-11-01 00:00:00.000,9,3,19
18-24,Other,2023-11-01 00:00:00.000,10,3,19
18-24,Other,2023-11-01 00:00:00.000,13,3,19
18-24,Other,2023-12-01 00:00:00.000,6,3,12
18-24,Other,2023-12-01 00:00:00.000,7,3,12
18-24,Other,2024-01-01 00:00:00.000,3,3,18
18-24,Other,2024-01-01 00:00:00.000,4,3,18
18-24,Other,2024-01-01 00:00:00.000,11,3,18
18-24,Other,2024-03-01 00:00:00.000,2,3,18
18-24,Other,2024-03-01 00:00:00.000,3,3,18
18-24,Other,2024-03-01 00:00:00.000,5,3,18
18-24,Other,2024-03-01 00:00:00.000,9,3,18
18-24,Other,2024-04-01 00:00:00.000,1,3,16
18-24,Other,2024-06-01 00:00:00.000,2,3,19
18-24,Other,2024-06-01 00:00:00.000,6,3,19
18-24,Other,2024-08-01 00:00:00.000,1,3,17
18-24,Other,2024-10-01 00:00:00.000,2,3,21
18-24,Other,2024-11-01 00:00:00.000,0,3,19
25-34,Other,2023-01-01 00:00:00.000,3,3,15
25-34,Other,2023-01-01 00:00:00.000,4,3,15
25-34,Other,2023-02-01 00:00:00.000,7,3,23
25-34,Other,2023-02-01 00:00:00.000,8,3,23
25-34,Other,2023-02-01 00:00:00.000,12,3,23
25-34,Other,2023-02-01 00:00:00.000,14,3,23
25-34,Other,2023-02-01 00:00:00.000,15,3,23
25-34,Other,2023-02-01 00:00:00.000,21,3,23
25-34,Other,2023-03-01 00:00:00.000,15,3,22
25-34,Other,2023-03-01 00:00:00.000,18,3,22
25-34,Other,2023-03-01 00:00:00.000,19,3,22
25-34,Other,2023-03-01 00:00:00.000,20,3,22
25-34,Other,2023-04-01 00:00:00.000,2,3,14
25-34,Other,2023-04-01 00:00:00.000,6,3,14
25-34,Other,2023-04-01 00:00:00.000,19,3,14
25-34,Other,2023-05-01 00:00:00.000,1,3,30
25-34,Other,2023-05-01 00:00:00.000,4,3,30
25-34,Other,2023-05-01 00:00:00.000,9,3,30
25-34,Other,2023-05-01 00:00:00.000,10,3,30
25-34,Other,2023-05-01 00:00:00.000,15,3,30
25-34,Other,2023-06-01 00:00:00.000,8,3,23
25-34,Other,2023-06-01 00:00:00.000,16,3,23
25-34,Other,2023-07-01 00:00:00.000,0,3,16
25-34,Other,2023-07-01 00:00:00.000,17,3,16
25-34,Other,2023-08-01 00:00:00.000,5,3,23
25-34,Other,2023-08-01 00:00:00.000,9,3,23
25-34,Other,2023-09-01 00:00:00.000,4,3,20
25-34,Other,2023-09-01 00:00:00.000,5,3,20
25-34,Other,2023-09-01 00:00:00.000,12,3,20
25-34,Other,2023-09-01 00:00:00.000,13,3,20
25-34,Other,2023-10-01 00:00:00.000,0,3,27
25-34,Other,2023-10-01 00:00:00.000,1,3,27
25-34,Other,2023-10-01 00:00:00.000,3,3,27
25-34,Other,2023-10-01 00:00:00.000,5,3,27
25-34,Other,2023-10-01 00:00:00.000,9,3,27
25-34,Other,2023-11-01 00:00:00.000,4,3,23
25-34,Other,2023-11-01 00:00:00.000,7,3,23
25-34,Other,2023-11-01 00:00:00.000,10,3,23
25-34,Other,2023-11-01 00:00:00.000,13,3,23
25-34,Other,2023-12-01 00:00:00.000,3,3,21
25-34,Other,2023-12-01 00:00:00.000,10,3,21
25-34,Other,2023-12-01 00:00:00.000,12,3,21
25-34,Other,2024-01-01 00:00:00.000,3,3,21
25-34,Other,2024-01-01 00:00:00.000,5,3,21
25-34,Other,2024-01-01 00:00:00.000,9,3,21
25-34,Other,2024-02-01 00:00:00.000,4,3,20
25-34,Other,2024-02-01 00:00:00.000,7,3,20
25-34,Other,2024-03-01 00:00:00.000,1,3,16
25-34,Other,2024-03-01 00:00:00.000,4,3,16
25-34,Other,2024-03-01 00:00:00.000,8,3,16
25-34,Other,2024-04-01 00:00:00.000,0,3,17
25-34,Other,2024-05-01 00:00:00.000,5,3,16
25-34,Other,2024-06-01 00:00:00.000,5,3,12
25-34,Other,2024-06-01 00:00:00.000,6,3,12
25-34,Other,2024-07-01 00:00:00.000,5,3,20
25-34,Other,2024-09-01 00:00:00.000,0,3,16
35-44,Other,2023-01-01 00:00:00.000,0,3,21
35-44,Other,2023-01-01 00:00:00.000,1,3,21
35-44,Other,2023-01-01 00:00:00.000,8,3,21
35-44,Other,2023-01-01 00:00:00.000,15,3,21
35-44,Other,2023-02-01 00:00:00.000,0,3,19
35-44,Other,2023-02-01 00:00:00.000,8,3,19
35-44,Other,2023-03-01 00:00:00.000,0,3,19
35-44,Other,2023-03-01 00:00:00.000,8,3,19
35-44,Other,2023-03-01 00:00:00.000,9,3,19
