user_id,original_session_id,session_start_time,session_end_time,session_duration_seconds
3246,16582,"2023-02-02 08:42:23","2023-02-02 09:05:53",1410
3246,35260,"2024-12-21 03:39:14","2024-12-21 03:48:55",581
3247,8192,"2023-10-02 20:42:34","2023-10-02 21:11:56",1762
3247,15001,"2024-01-03 17:07:57","2024-01-03 17:24:00",963
3247,31605,"2024-08-18 10:50:19","2024-08-18 11:19:28",1749
3247,42710,"2023-01-22 00:49:11","2023-01-22 01:15:58",1607
3247,78850,"2024-06-23 19:51:08","2024-06-23 20:01:30",622
3248,17891,"2024-04-15 01:08:49","2024-04-15 01:15:51",422
3249,12828,"2024-06-25 16:19:36","2024-06-25 16:32:45",789
3249,31544,"2024-04-14 11:46:50","2024-04-14 12:07:40",1250
3249,71224,"2023-09-03 18:34:21","2023-09-03 18:44:30",609
3249,81079,"2024-02-08 22:08:43","2024-02-08 22:33:25",1482
3250,45990,"2023-10-19 08:24:35","2023-10-19 08:58:54",2059
3250,73166,"2024-04-25 15:08:20","2024-04-25 15:09:22",62
3251,88828,"2023-02-21 08:40:04","2023-02-21 08:45:39",335
3252,45933,"2023-02-23 11:34:33","2023-02-23 12:15:05",2432
3253,11867,"2023-10-24 08:22:36","2023-10-24 09:21:03",3507
3253,30849,"2023-09-29 16:08:05","2023-09-29 16:16:23",498
3253,65411,"2023-04-04 14:43:14","2023-04-04 14:52:02",528
3253,75445,"2023-04-04 03:05:00","2023-04-04 03:33:44",1724
3253,94517,"2024-04-28 02:16:47","2024-04-28 02:25:18",511
3254,34478,"2023-03-18 16:26:04","2023-03-18 16:36:53",649
3254,72883,"2024-08-19 11:56:43","2024-08-19 12:33:11",2188
3254,75969,"2023-12-18 05:49:34","2023-12-18 05:51:26",112
3254,77390,"2023-09-07 11:15:42","2023-09-07 11:49:02",2000
3254,90773,"2024-04-20 12:16:04","2024-04-20 12:23:03",419
3255,3889,"2023-04-26 23:08:42","2023-04-26 23:21:17",755
3255,14647,"2023-12-11 07:02:48","2023-12-11 07:13:42",654
3255,47430,"2024-04-14 09:34:36","2024-04-14 10:15:51",2475
3255,80465,"2024-01-20 08:21:18","2024-01-20 08:47:01",1543
3256,19917,"2024-04-19 12:28:47","2024-04-19 12:58:52",1805
3256,22307,"2024-01-14 05:26:13","2024-01-14 05:34:07",474
3256,30777,"2023-01-09 04:02:13","2023-01-09 04:34:08",1915
3256,32155,"2024-04-06 13:03:10","2024-04-06 13:57:12",3242
3256,50566,"2024-05-26 17:25:39","2024-05-26 17:32:34",415
3256,87804,"2024-03-27 07:00:55","2024-03-27 07:07:45",410
3256,88396,"2024-03-14 09:02:11","2024-03-14 09:39:48",2257
3257,13114,"2023-04-15 19:48:57","2023-04-15 20:08:20",1163
3257,22618,"2023-08-09 04:58:03","2023-08-09 05:06:58",535
3257,62309,"2024-04-23 04:43:05","2024-04-23 05:16:51",2026
3257,65616,"2023-09-14 05:05:20","2023-09-14 05:29:26",1446
3258,47302,"2024-07-22 12:35:45","2024-07-22 12:41:11",326
3258,67295,"2024-10-13 03:38:20","2024-10-13 03:52:31",851
3258,69933,"2024-05-01 14:31:55","2024-05-01 15:18:43",2808
3259,28598,"2023-05-18 03:03:52","2023-05-18 03:32:21",1709
3260,26926,"2023-06-18 00:36:45","2023-06-18 01:00:06",1401
3260,36753,"2024-06-15 13:22:18","2024-06-15 13:43:31",1273
3261,54661,"2024-09-12 23:24:31","2024-09-12 23:35:33",662
3261,61181,"2024-03-27 03:56:40","2024-03-27 04:34:04",2244
3262,26382,"2024-07-20 19:15:29","2024-07-20 19:26:33",664
3262,83342,"2024-12-13 23:29:56","2024-12-13 23:35:50",354
3263,38041,"2024-03-30 18:29:43","2024-03-30 19:09:18",2375
3263,43119,"2024-03-12 19:36:07","2024-03-12 19:57:19",1272
3263,76525,"2024-04-29 21:26:58","2024-04-29 21:33:29",391
3264,15507,"2023-07-17 20:24:54","2023-07-17 20:57:18",1944
3264,38164,"2023-12-16 16:44:21","2023-12-16 17:27:05",2564
3264,46136,"2024-12-29 20:55:39","2024-12-29 21:04:03",504
3264,56229,"2024-10-22 07:58:19","2024-10-22 08:41:00",2561
3264,74581,"2023-10-14 01:09:12","2023-10-14 01:15:29",377
3265,17888,"2023-03-16 04:40:21","2023-03-16 05:02:27",1326
3265,40269,"2024-06-19 09:42:23","2024-06-19 09:56:15",832
3265,47136,"2024-05-11 12:05:45","2024-05-11 12:10:13",268
3265,68327,"2024-05-23 18:52:14","2024-05-23 19:08:10",956
3265,91427,"2024-04-28 23:07:00","2024-04-28 23:58:27",3087
3266,3821,"2024-05-12 11:28:41","2024-05-12 11:34:33",352
3266,9429,"2023-11-04 22:04:33","2023-11-04 22:51:55",2842
3266,85640,"2024-09-18 22:49:35","2024-09-18 23:08:34",1139
3267,16978,"2023-02-19 03:42:54","2023-02-19 04:21:30",2316
3267,18889,"2024-07-04 20:03:03","2024-07-04 20:04:26",83
3267,19576,"2024-02-05 13:22:50","2024-02-05 13:33:21",631
3267,21804,"2023-07-17 02:24:27","2023-07-17 02:35:56",689
3267,41456,"2024-03-21 19:29:13","2024-03-21 19:31:29",136
3267,63521,"2023-11-26 04:56:29","2023-11-26 05:21:18",1489
3268,8974,"2024-08-14 13:29:31","2024-08-14 13:33:27",236
3268,30909,"2024-10-12 09:52:45","2024-10-12 10:24:51",1926
3268,50299,"2023-06-09 15:18:33","2023-06-09 16:14:14",3341
3268,66293,"2024-09-12 12:14:33","2024-09-12 12:34:32",1199
3269,56277,"2023-12-13 11:31:04","2023-12-13 12:23:21",3137
3269,72737,"2023-11-03 13:52:46","2023-11-03 13:53:32",46
3270,4742,"2023-02-05 10:07:47","2023-02-05 10:28:23",1236
3270,31628,"2024-06-25 12:27:32","2024-06-25 12:52:26",1494
3270,57385,"2023-07-23 14:24:05","2023-07-23 14:49:52",1547
3270,75155,"2023-07-26 16:24:32","2023-07-26 16:25:11",39
3270,89955,"2024-12-10 15:43:14","2024-12-10 16:07:44",1470
3271,48939,"2024-08-31 20:09:35","2024-08-31 20:13:04",209
3271,56390,"2023-04-10 09:19:59","2023-04-10 09:50:29",1830
3271,72843,"2024-04-10 15:38:52","2024-04-10 15:51:40",768
3273,10582,"2023-01-20 03:04:59","2023-01-20 03:10:00",301
3273,29545,"2024-11-26 23:05:26","2024-11-26 23:11:35",369
3273,57447,"2024-02-24 11:35:50","2024-02-24 12:16:06",2416
3273,75328,"2024-07-30 19:32:21","2024-07-30 20:01:41",1760
3274,8861,"2024-05-11 08:13:26","2024-05-11 08:19:00",334
3274,66993,"2023-12-05 03:04:58","2023-12-05 03:06:17",79
3275,9050,"2023-05-02 00:28:43","2023-05-02 00:42:03",800
3275,27122,"2023-06-13 22:50:48","2023-06-13 22:57:18",390
3276,8234,"2023-11-28 08:12:06","2023-11-28 08:54:10",2524
3276,50308,"2023-03-22 15:43:24","2023-03-22 16:01:29",1085
3276,57250,"2023-12-19 09:35:55","2023-12-19 10:16:47",2452
3276,76290,"2024-04-29 11:19:20","2024-04-29 11:37:03",1063
3276,80130,"2023-06-05 19:38:15","2023-06-05 19:52:01",826
3276,90813,"2024-02-12 04:08:54","2024-02-12 04:59:14",3020
3277,90983,"2023-06-14 19:48:03","2023-06-14 19:56:46",523
3277,98968,"2023-09-01 02:02:23","2023-09-01 02:08:23",360
3279,91273,"2023-06-06 06:20:00","2023-06-06 06:23:40",220
3280,56464,"2023-07-25 16:27:29","2023-07-25 16:57:53",1824
3280,76481,"2024-03-07 14:19:37","2024-03-07 15:14:47",3310
3281,20010,"2023-03-09 21:50:22","2023-03-09 22:14:06",1424
3281,46838,"2023-07-29 00:54:38","2023-07-29 01:06:47",729
3282,4036,"2024-12-16 18:14:39","2024-12-16 18:15:25",46
3282,37598,"2024-04-02 09:29:07","2024-04-02 10:18:27",2960
3282,66068,"2023-09-30 22:56:00","2023-09-30 22:56:43",43
3283,46651,"2024-09-26 12:09:06","2024-09-26 12:54:58",2752
3283,55768,"2023-05-16 22:15:52","2023-05-16 22:56:05",2413
3284,44975,"2024-12-20 22:24:01","2024-12-20 22:26:04",123
3284,57694,"2024-08-22 18:00:13","2024-08-22 18:08:52",519
3284,94189,"2024-06-20 04:39:57","2024-06-20 04:42:10",133
3285,27246,"2023-11-07 08:23:14","2023-11-07 09:01:03",2269
3285,80123,"2023-02-25 12:39:52","2023-02-25 12:43:48",236
3286,17561,"2023-11-01 23:29:40","2023-11-02 00:05:21",2141
3286,19717,"2023-06-11 22:30:52","2023-06-11 23:19:32",2920
3286,22022,"2023-04-26 19:44:27","2023-04-26 20:08:09",1422
3286,92103,"2024-03-24 00:54:33","2024-03-24 00:59:34",301
3287,13177,"2024-11-10 08:21:09","2024-11-10 08:56:30",2121
3287,30279,"2023-12-28 00:43:59","2023-12-28 01:20:46",2207
3287,48484,"2024-03-26 17:21:41","2024-03-26 17:29:38",477
3288,6202,"2023-08-23 00:03:23","2023-08-23 00:25:56",1353
3288,34497,"2023-06-10 09:07:33","2023-06-10 09:08:50",77
3288,42230,"2024-04-20 01:45:02","2024-04-20 01:55:32",630
3288,79122,"2023-08-09 00:19:39","2023-08-09 00:31:47",728
3288,86495,"2024-10-20 06:12:31","2024-10-20 06:18:52",381
3289,76682,"2023-12-03 14:21:00","2023-12-03 15:05:37",2677
3291,38907,"2023-12-30 12:14:41","2023-12-30 12:21:33",412
3291,50206,"2024-04-26 12:29:10","2024-04-26 12:45:24",974
3292,16991,"2024-04-09 17:17:48","2024-04-09 17:23:48",360
3292,50723,"2024-10-09 18:37:21","2024-10-09 19:18:50",2489
3292,75710,"2023-10-04 17:10:38","2023-10-04 17:34:46",1448
3293,64727,"2024-04-11 14:13:11","2024-04-11 14:15:31",140
3293,87843,"2024-10-04 06:19:50","2024-10-04 06:49:53",1803
3294,38060,"2023-05-09 23:43:25","2023-05-10 00:22:56",2371
3294,39440,"2023-08-24 01:26:08","2023-08-24 01:41:27",919
3294,51882,"2023-08-22 14:30:51","2023-08-22 15:27:54",3423
3295,32299,"2023-06-16 11:20:12","2023-06-16 11:44:28",1456
3295,51200,"2024-07-21 12:19:31","2024-07-21 12:35:43",972
3296,63524,"2023-10-01 15:34:38","2023-10-01 15:36:29",111
3297,2640,"2023-05-18 03:07:46","2023-05-18 03:36:03",1697
3297,17089,"2023-01-19 07:03:04","2023-01-19 07:22:54",1190
3297,17484,"2023-01-22 07:23:58","2023-01-22 07:40:38",1000
3297,34944,"2024-06-26 19:01:30","2024-06-26 19:28:11",1601
3297,68176,"2023-10-23 20:38:14","2023-10-23 21:27:19",2945
3297,87428,"2024-05-11 11:33:12","2024-05-11 12:09:38",2186
3297,90329,"2023-08-04 03:11:21","2023-08-04 03:30:14",1133
3297,97811,"2023-04-27 14:06:39","2023-04-27 14:18:43",724
3298,74484,"2024-04-04 05:58:35","2024-04-04 06:25:01",1586
3298,86029,"2023-10-03 10:04:54","2023-10-03 10:13:28",514
3299,71694,"2023-02-03 13:48:03","2023-02-03 14:11:35",1412
3299,71908,"2024-05-13 00:55:56","2024-05-13 01:07:15",679
3299,85567,"2024-06-19 10:49:14","2024-06-19 10:51:18",124
3300,11707,"2024-11-06 05:30:44","2024-11-06 05:36:45",361
3300,54202,"2023-12-22 18:10:59","2023-12-22 18:11:10",11
3301,54819,"2024-11-26 20:50:40","2024-11-26 21:03:08",748
3301,61533,"2023-08-24 13:06:06","2023-08-24 13:21:44",938
3301,84825,"2023-04-03 05:01:24","2023-04-03 05:26:50",1526
3302,10318,"2024-08-19 03:27:10","2024-08-19 03:27:41",31
3302,11009,"2023-04-14 21:38:26","2023-04-14 21:57:18",1132
3302,27421,"2024-12-17 00:06:37","2024-12-17 00:53:49",2832
3302,47518,"2023-05-04 12:51:11","2023-05-04 13:17:06",1555
3302,99699,"2023-03-09 02:25:46","2023-03-09 02:38:18",752
3303,42315,"2024-07-06 03:38:07","2024-07-06 04:19:45",2498
3303,74176,"2024-01-03 05:56:51","2024-01-03 06:24:50",1679
3304,9512,"2024-01-17 00:42:07","2024-01-17 00:56:55",888
3304,15134,"2024-12-02 08:30:41","2024-12-02 08:33:55",194
3304,15696,"2023-11-08 22:02:40","2023-11-08 22:45:17",2557
3304,57827,"2024-10-27 15:35:40","2024-10-27 16:02:34",1614
3305,55474,"2024-10-30 14:53:15","2024-10-30 15:02:47",572
3306,53815,"2024-06-24 03:57:04","2024-06-24 03:58:01",57
3307,10349,"2024-07-25 23:47:46","2024-07-26 00:30:28",2562
3307,12020,"2024-08-29 02:14:32","2024-08-29 02:18:19",227
3308,44948,"2024-04-30 09:52:15","2024-04-30 10:16:02",1427
3310,37634,"2023-05-31 21:19:09","2023-05-31 21:23:08",239
3310,79021,"2024-12-12 15:46:53","2024-12-12 16:16:36",1783
3311,6525,"2024-06-25 19:49:02","2024-06-25 20:00:55",713
3311,20149,"2024-01-28 05:38:57","2024-01-28 05:39:29",32
3311,28360,"2023-02-19 10:37:33","2023-02-19 10:52:41",908
3312,5662,"2024-04-22 19:16:16","2024-04-22 19:47:52",1896
3312,16853,"2024-06-01 20:36:45","2024-06-01 20:52:37",952
3312,29555,"2024-06-01 00:01:44","2024-06-01 00:08:45",421
3312,38467,"2024-03-09 01:28:47","2024-03-09 01:44:53",966
3312,54934,"2024-08-27 23:56:06","2024-08-27 23:56:34",28
3312,64033,"2023-12-15 18:18:26","2023-12-15 18:49:56",1890
3312,76771,"2023-04-21 09:22:48","2023-04-21 09:49:13",1585
3313,12140,"2023-09-16 20:15:20","2023-09-16 20:53:20",2280
3313,30734,"2024-01-08 11:09:54","2024-01-08 11:41:49",1915
3313,40020,"2023-12-19 08:25:24","2023-12-19 08:29:32",248
3314,8824,"2024-05-12 22:47:02","2024-05-12 23:24:12",2230
3314,18134,"2023-07-23 07:43:25","2023-07-23 08:19:17",2152
3314,31565,"2023-07-04 06:06:58","2023-07-04 06:44:42",2264
3314,67131,"2024-01-17 02:33:55","2024-01-17 03:02:54",1739
3315,7660,"2023-07-10 22:14:43","2023-07-10 22:32:03",1040
3315,20333,"2024-04-29 18:52:42","2024-04-29 19:26:59",2057
3315,40950,"2024-07-15 01:57:18","2024-07-15 02:38:31",2473
3315,41409,"2023-05-05 16:36:26","2023-05-05 16:47:55",689
3315,46192,"2023-05-31 15:56:41","2023-05-31 16:26:23",1782
3317,5842,"2023-10-14 07:24:20","2023-10-14 07:27:07",167
3317,16899,"2024-05-20 17:31:43","2024-05-20 18:14:07",2544
3317,21542,"2023-10-12 08:40:36","2023-10-12 09:00:45",1209
3317,36852,"2024-08-11 09:53:27","2024-08-11 10:07:25",838
3317,81353,"2023-01-30 12:56:35","2023-01-30 13:24:07",1652
3318,10016,"2024-04-02 00:59:40","2024-04-02 01:02:15",155
3318,21077,"2023-01-25 20:18:21","2023-01-25 20:31:14",773
3319,4720,"2023-07-31 10:48:27","2023-07-31 11:16:30",1683
3319,17061,"2024-11-02 08:25:36","2024-11-02 08:45:59",1223
3319,22963,"2024-04-22 09:33:35","2024-04-22 09:44:14",639
3319,77070,"2024-03-27 03:54:57","2024-03-27 04:02:56",479
3320,14879,"2023-11-07 04:37:51","2023-11-07 04:49:13",682
3320,69577,"2023-12-09 13:03:00","2023-12-09 13:09:56",416
3320,70833,"2023-04-10 19:03:46","2023-04-10 19:19:01",915
3320,86863,"2024-08-20 12:55:38","2024-08-20 13:31:59",2181
3320,96954,"2024-12-16 10:11:14","2024-12-16 10:45:02",2028
3320,98048,"2024-08-12 08:56:47","2024-08-12 08:57:06",19
3321,25985,"2024-06-05 09:45:42","2024-06-05 10:01:09",927
3321,29380,"2024-12-06 17:11:49","2024-12-06 17:55:48",2639
3321,88313,"2024-07-02 19:21:02","2024-07-02 19:50:31",1769
3322,20185,"2023-08-06 03:58:54","2023-08-06 03:59:19",25
3322,50244,"2024-09-26 02:41:43","2024-09-26 02:46:45",302
3322,53274,"2024-03-30 23:25:12","2024-03-31 00:01:15",2163
3323,2892,"2023-07-15 16:35:03","2023-07-15 16:37:04",121
3323,19746,"2024-04-29 04:49:22","2024-04-29 04:58:29",547
3323,36947,"2023-04-01 07:32:57","2023-04-01 07:37:36",279
3323,72633,"2024-09-02 20:45:48","2024-09-02 21:11:26",1538
3324,23778,"2024-09-18 04:44:42","2024-09-18 04:48:39",237
3324,70880,"2024-02-20 21:56:01","2024-02-20 22:02:00",359
3324,73534,"2023-12-08 00:20:20","2023-12-08 01:00:40",2420
3325,2434,"2024-07-22 04:12:08","2024-07-22 04:20:06",478
3325,9260,"2024-10-18 20:07:30","2024-10-18 20:43:23",2153
3325,28067,"2024-02-06 13:26:49","2024-02-06 14:08:56",2527
3325,29745,"2023-08-26 18:31:49","2023-08-26 19:09:36",2267
3325,92762,"2023-01-27 15:44:31","2023-01-27 16:07:56",1405
3326,3560,"2023-04-27 07:47:57","2023-04-27 07:57:08",551
3326,17144,"2023-08-26 08:15:00","2023-08-26 08:24:23",563
3326,18050,"2023-10-12 06:57:14","2023-10-12 06:59:57",163
3326,40046,"2023-08-25 01:04:37","2023-08-25 01:28:45",1448
3326,57949,"2024-07-28 17:11:20","2024-07-28 17:43:06",1906
3326,73032,"2023-11-05 06:00:02","2023-11-05 06:16:54",1012
3326,91720,"2024-11-19 07:05:59","2024-11-19 07:25:41",1182
3327,49784,"2024-06-05 04:16:42","2024-06-05 04:25:33",531
3327,61497,"2024-10-26 06:27:22","2024-10-26 06:32:08",286
3328,38319,"2023-07-22 10:48:07","2023-07-22 10:55:35",448
3328,54067,"2024-10-25 15:44:40","2024-10-25 16:22:22",2262
3328,77321,"2024-08-18 07:00:45","2024-08-18 07:39:44",2339
3329,8229,"2023-10-16 22:55:56","2023-10-16 23:05:44",588
3329,27337,"2023-10-16 13:44:29","2023-10-16 13:46:52",143
3329,93364,"2024-07-27 15:37:32","2024-07-27 15:49:53",741
3330,29851,"2024-08-28 08:19:30","2024-08-28 08:29:51",621
3330,68323,"2023-08-04 11:35:22","2023-08-04 12:15:51",2429
3331,35661,"2023-10-31 01:18:57","2023-10-31 01:32:06",789
3331,72793,"2023-01-23 05:53:28","2023-01-23 05:58:37",309
3331,75849,"2023-09-30 03:33:21","2023-09-30 03:48:05",884
3332,17653,"2024-09-11 04:03:55","2024-09-11 04:51:41",2866
3333,3000,"2024-01-24 08:59:54","2024-01-24 09:19:58",1204
3333,46742,"2024-02-08 19:40:29","2024-02-08 19:42:18",109
3333,51857,"2024-02-06 20:44:27","2024-02-06 20:46:28",121
3334,3116,"2023-12-31 08:26:58","2023-12-31 08:49:15",1337
3335,16267,"2023-06-24 15:07:52","2023-06-24 15:24:17",985
3335,66545,"2024-04-06 06:32:27","2024-04-06 07:07:21",2094
3336,10079,"2024-10-05 14:44:49","2024-10-05 15:22:59",2290
3336,13326,"2023-05-01 06:17:48","2023-05-01 06:24:48",420
3336,74656,"2023-02-17 19:22:24","2023-02-17 19:59:37",2233
3336,85789,"2024-05-19 22:16:28","2024-05-19 22:42:59",1591
3336,87569,"2024-08-21 18:53:24","2024-08-21 19:27:11",2027
3337,39999,"2024-07-21 12:02:56","2024-07-21 12:24:07",1271
3337,64060,"2023-03-08 19:48:22","2023-03-08 20:17:58",1776
3338,37514,"2023-12-07 22:28:11","2023-12-07 22:37:48",577
3338,78974,"2023-10-22 18:02:29","2023-10-22 18:19:58",1049
3338,94765,"2023-02-15 03:25:34","2023-02-15 03:43:35",1081
3339,6959,"2024-01-01 00:15:57","2024-01-01 00:18:19",142
3339,81041,"2024-02-29 11:34:13","2024-02-29 12:01:54",1661
3339,87605,"2024-01-21 00:17:37","2024-01-21 00:19:32",115
3339,98290,"2024-03-31 11:05:52","2024-03-31 11:14:48",536
3340,16126,"2024-12-17 08:29:35","2024-12-17 08:35:03",328
3340,38070,"2024-02-08 23:51:16","2024-02-09 00:01:58",642
3340,75590,"2024-06-29 20:16:46","2024-06-29 20:41:52",1506
3341,64090,"2024-11-12 23:53:59","2024-11-13 00:19:57",1558
3341,84188,"2023-01-26 19:14:19","2023-01-26 19:48:23",2044
3342,72398,"2024-11-01 04:37:52","2024-11-01 05:19:59",2527
3342,84410,"2024-11-21 19:40:02","2024-11-21 20:08:26",1704
3342,98608,"2023-08-28 23:58:05","2023-08-28 23:59:59",114
3343,18687,"2023-01-17 23:52:35","2023-01-18 00:36:56",2661
3343,43587,"2023-10-30 21:57:47","2023-10-30 22:13:40",953
3343,53450,"2023-12-22 14:16:30","2023-12-22 14:17:18",48
3343,67556,"2024-01-16 02:36:31","2024-01-16 02:53:58",1047
3343,84278,"2024-08-28 18:33:12","2024-08-28 19:26:20",3188
3344,1706,"2024-12-24 17:00:23","2024-12-24 17:22:55",1352
3344,7922,"2023-08-07 10:36:35","2023-08-07 11:18:27",2512
3344,41463,"2024-10-31 23:21:57","2024-11-01 00:13:21",3084
3345,68387,"2024-02-20 00:53:37","2024-02-20 01:01:28",471
3345,85438,"2024-02-02 00:03:43","2024-02-02 00:06:01",138
3346,11224,"2024-09-30 17:23:07","2024-09-30 17:47:53",1486
3346,50689,"2023-05-25 15:44:35","2023-05-25 15:55:44",669
3346,80669,"2024-04-28 07:12:43","2024-04-28 07:40:58",1695
3347,90572,"2024-04-06 17:37:38","2024-04-06 17:44:07",389
3348,11680,"2024-06-22 17:41:48","2024-06-22 18:08:11",1583
3348,42850,"2024-10-09 01:29:55","2024-10-09 02:18:53",2938
3348,67477,"2023-12-03 09:54:28","2023-12-03 10:02:11",463
3348,80784,"2024-02-18 00:04:55","2024-02-18 00:17:09",734
3349,16205,"2023-04-09 22:07:35","2023-04-09 22:35:20",1665
3349,48262,"2024-11-10 02:05:20","2024-11-10 02:31:54",1594
3349,67965,"2023-06-24 00:39:20","2023-06-24 00:40:34",74
3349,68916,"2023-11-14 03:08:24","2023-11-14 03:30:35",1331
3349,75534,"2024-08-02 00:05:12","2024-08-02 00:15:40",628
3350,90903,"2024-03-12 22:29:53","2024-03-12 23:09:36",2383
3351,39694,"2023-12-08 11:37:55","2023-12-08 11:39:32",97
3351,41186,"2024-08-16 01:21:43","2024-08-16 01:55:49",2046
3351,53384,"2024-04-06 19:03:47","2024-04-06 19:05:16",89
3351,53522,"2024-07-05 10:16:04","2024-07-05 10:38:16",1332
3351,59685,"2023-03-12 12:34:27","2023-03-12 13:00:43",1576
3352,7178,"2023-02-10 00:17:12","2023-02-10 00:29:25",733
3352,88333,"2023-08-22 04:24:56","2023-08-22 04:50:29",1533
3352,98948,"2024-10-24 08:16:07","2024-10-24 08:59:36",2609
3353,42622,"2024-03-20 22:12:18","2024-03-20 22:26:20",842
3353,47968,"2023-06-04 18:05:02","2023-06-04 18:32:43",1661
3353,51579,"2024-05-08 11:55:11","2024-05-08 12:24:29",1758
3353,82041,"2024-10-15 10:53:07","2024-10-15 11:30:51",2264
3354,34578,"2024-09-08 03:25:18","2024-09-08 03:30:11",293
3354,74910,"2023-09-18 09:42:37","2023-09-18 10:31:02",2905
3354,76267,"2024-05-10 12:11:03","2024-05-10 13:00:01",2938
3355,13028,"2024-10-26 15:07:06","2024-10-26 15:52:45",2739
3355,38255,"2023-09-12 16:20:20","2023-09-12 17:11:37",3077
3355,70915,"2024-08-10 11:08:04","2024-08-10 11:45:14",2230
3356,26662,"2023-06-05 23:30:53","2023-06-05 23:36:06",313
3356,32911,"2023-03-16 07:27:19","2023-03-16 07:30:32",193
3356,43979,"2024-04-16 19:01:33","2024-04-16 19:53:45",3132
3356,45339,"2023-03-02 20:31:44","2023-03-02 20:39:47",483
3356,58147,"2024-02-01 17:01:44","2024-02-01 17:07:52",368
3356,65480,"2024-03-01 18:11:24","2024-03-01 18:24:48",804
3357,23805,"2024-02-21 08:06:48","2024-02-21 08:07:27",39
3357,77423,"2023-05-13 13:09:33","2023-05-13 13:33:08",1415
3357,99040,"2023-09-14 11:44:37","2023-09-14 11:54:52",615
3358,15850,"2024-06-21 14:19:46","2024-06-21 14:28:12",506
3358,34338,"2023-09-26 17:43:58","2023-09-26 18:30:15",2777
3358,41909,"2023-03-29 20:31:10","2023-03-29 20:38:52",462
3358,81506,"2024-04-04 20:18:45","2024-04-04 20:35:25",1000
3359,51235,"2023-09-21 18:52:44","2023-09-21 19:40:08",2844
3359,53306,"2024-10-17 02:50:41","2024-10-17 02:57:32",411
3359,55391,"2024-05-07 19:11:18","2024-05-07 19:35:26",1448
3359,78323,"2024-01-14 22:05:06","2024-01-14 22:05:25",19
3361,46941,"2023-12-03 09:43:49","2023-12-03 09:57:28",819
3361,49542,"2024-07-31 02:33:13","2024-07-31 03:09:01",2148
3361,55704,"2024-11-07 18:29:29","2024-11-07 19:11:31",2522
3361,99942,"2024-10-26 05:01:07","2024-10-26 05:40:58",2391
3362,40784,"2023-06-16 13:57:57","2023-06-16 14:34:55",2218
3362,58501,"2023-03-23 11:10:10","2023-03-23 11:28:24",1094
3362,88963,"2024-08-05 12:55:37","2024-08-05 13:09:40",843
3363,38136,"2024-12-02 14:08:52","2024-12-02 14:23:15",863
3363,39510,"2024-02-01 05:07:55","2024-02-01 05:25:34",1059
3363,50143,"2024-02-16 09:01:54","2024-02-16 09:07:39",345
3363,78430,"2023-08-24 16:49:40","2023-08-24 17:11:33",1313
3363,79331,"2023-11-23 03:36:26","2023-11-23 03:41:13",287
3364,15528,"2023-01-12 07:58:15","2023-01-12 07:59:31",76
3364,36728,"2023-10-07 03:55:27","2023-10-07 04:21:33",1566
3364,42673,"2023-02-14 14:55:55","2023-02-14 15:51:30",3335
3364,62393,"2024-03-10 01:21:43","2024-03-10 01:42:13",1230
3364,86469,"2024-10-11 09:00:56","2024-10-11 09:07:45",409
3365,76947,"2024-02-22 21:27:40","2024-02-22 21:49:45",1325
3366,2504,"2023-07-25 06:43:37","2023-07-25 06:46:26",169
3368,2791,"2023-08-15 16:26:09","2023-08-15 16:33:23",434
3368,15012,"2024-07-20 14:38:01","2024-07-20 15:01:58",1437
3369,25843,"2023-03-08 08:40:39","2023-03-08 09:04:24",1425
3369,28068,"2023-11-23 13:42:30","2023-11-23 14:03:00",1230
3371,3147,"2024-09-26 08:35:10","2024-09-26 09:04:02",1732
3372,86550,"2023-10-15 23:59:05","2023-10-16 00:07:05",480
3373,42832,"2024-11-28 15:38:59","2024-11-28 15:56:46",1067
3373,55538,"2023-06-09 18:21:39","2023-06-09 18:37:26",947
3373,96296,"2023-10-23 02:47:39","2023-10-23 03:08:19",1240
3374,64046,"2024-05-19 23:26:46","2024-05-19 23:35:32",526
3374,94163,"2023-10-26 01:16:32","2023-10-26 01:40:00",1408
3375,41913,"2024-03-08 07:04:41","2024-03-08 07:26:05",1284
3377,46861,"2024-08-30 06:57:17","2024-08-30 06:59:30",133
3377,78715,"2024-04-22 17:45:37","2024-04-22 17:52:59",442
3377,97816,"2023-03-05 14:43:49","2023-03-05 14:47:41",232
3378,13974,"2023-09-01 12:16:24","2023-09-01 12:48:38",1934
3378,90392,"2023-01-12 14:42:49","2023-01-12 14:51:30",521
3379,49822,"2023-09-09 02:23:21","2023-09-09 02:37:23",842
3380,67666,"2024-12-30 15:16:24","2024-12-30 15:26:49",625
3381,7412,"2024-08-12 13:50:50","2024-08-12 14:45:35",3285
3381,7827,"2024-12-04 16:48:35","2024-12-04 17:23:27",2092
3381,48961,"2024-05-13 20:30:08","2024-05-13 20:35:58",350
3381,58296,"2023-12-19 16:48:20","2023-12-19 16:50:17",117
3381,75243,"2023-06-22 18:26:58","2023-06-22 18:40:25",807
3381,80958,"2024-04-27 23:01:44","2024-04-27 23:14:50",786
3381,97358,"2023-08-23 04:57:35","2023-08-23 05:05:17",462
3382,56276,"2023-10-18 07:27:58","2023-10-18 08:08:26",2428
3382,84814,"2023-09-14 18:33:07","2023-09-14 18:38:10",303
3382,93162,"2023-05-02 20:13:27","2023-05-02 20:40:59",1652
